ZINC01027075	Cc1nnc(CSc2nnc3n(N)cnn23)o1
ZINC13251491	NC(=O)[C@H]1C[C@@H](O)CN1S(=O)(=O)c1ccc(F)c(C(=O)[O-])c1
ZINC17285800	OC[C@@H]1O[C@@H](n2cnc3c([S-])nc(F)nc32)[C@@H](O)[C@@H]1O
ZINC19827100	Cc1cc(-c2n[nH]c(=S)n2/N=C/c2ccc(C(=O)[O-])cc2)n[nH]1
ZINC19827100	Cc1cc(-c2nnc([S-])n2/N=C/c2ccc(C(=O)[O-])cc2)[nH]n1
ZINC04095079	COc1cc([C@@H](c2c([O-])n[nH]c2C)c2c(O)n[nH]c2C)ccc1O
ZINC12654308	C/C(=N\Nc1ncnc([O-])c1[N+](=O)[O-])c1ccc(N)cc1
ZINC30691296	Nc1ncnc2c1nc(Cl)n2[C@@H]1O[C@@H]2CO[P@](=O)([O-])O[C@H]2[C@H]1O
ZINC06007501	CS(=O)(=O)N1[N-]C(=N)/C(=N/Nc2ccc(Br)cc2)C1=[NH2+]
ZINC28249500	CCOc1ccc(S(=O)(=O)/N=c2/nc3nc[nH]c3c([O-])[nH]2)cc1
ZINC36283995	Nc1cccc(NS(=O)(=O)c2ccc([O-])c([N+](=O)[O-])c2)c1
ZINC36368056	Cc1cc([N+](=O)[O-])cc([C@@H]2N[C@@H](C(=O)[O-])Cc3c2[nH]c2ccccc32)c1O
ZINC37556169	NNc1nc2sccn2c1S(=O)(=O)[N-]c1ccc(Cl)cn1
ZINC19229588	Cc1n[nH]c([O-])c1[C@H](c1ccc([N+](=O)[O-])cc1)c1c(C)[nH][nH]c1=O
ZINC19866314	Cc1n[nH]c([O-])c1[C@@H](c1cc([N+](=O)[O-])ccc1O)c1c(C)[nH][nH]c1=O
ZINC37905096	Cc1ccc(NS(=O)(=O)c2cnc([O-])[nH]c2=O)c(C)c1N
ZINC16949213	Cc1ccccc1N/N=C1/C(=N)[N-]N(S(C)(=O)=O)C1=[NH2+]
ZINC39322184	NC(=O)NC(=O)c1nc2c(nc1[O-])C=CC1=NSN[C@@H]12
ZINC39453384	O=C1C[C@H](O)Nc2c1n([O-])c(=O)c1cc3c(O)cccc3nc21
ZINC39482396	O=S(=O)([O-])Nc1ccc(-c2ccccc2O)cc1N1CC[NH2+][C@H]([O-])C1
ZINC39560097	C[C@@H]1[C@@H](O)[C@H](O)C2=C(C(=O)[O-])[C@H](O)CC[C@@H]2[C@@]12C[C@@H](c1ccoc1)OC2=O
ZINC39560099	C[C@@H]1[C@@H](O)[C@@H](O)C2=C(C(=O)[O-])[C@H](O)CC[C@@H]2[C@@]12C[C@@H](c1ccoc1)OC2=O
ZINC40385115	Cc1[nH]ncc1S(=O)(=O)[N-]c1ccc(S(N)(=O)=O)cc1F
ZINC40385145	NS(=O)(=O)c1ccc(F)c([N-]S(=O)(=O)c2cn[nH]c2)c1
ZINC40385182	Cc1[nH]ncc1S(=O)(=O)[N-]c1cc(F)ccc1S(N)(=O)=O
ZINC43221770	CC[C@@H](C)[C@@]1(C(=O)[O-])[NH2+][C@@H](c2ccc3c(c2)OCCO3)[C@H]2C([O-])=NC(=O)[C@@H]21
ZINC43763849	Nc1ncnc2c1nc(Cl)n2[C@@H]1O[C@@H]2CO[P@@](=O)([S-])O[C@H]2[C@H]1O
ZINC05582938	Nc1ccc(S(=O)(=O)[N-]c2nn(-c3ccccc3)nc2N)cc1
ZINC44168029	O=C([O-])[C@@H]1O[C@@H](Oc2c[nH]c3cc(Cl)ccc23)[C@H](O)[C@@H](O)[C@H]1O
ZINC44887074	Cc1cc(N)c(S(=O)(=O)N[C@H](C)c2nnn[n-]2)cc1C
ZINC44887119	Cc1cc(S(=O)(=O)N[C@@H](C)c2nnn[n-]2)cc(N)c1C
ZINC44887290	C[C@@H](NS(=O)(=O)c1ccc(Br)cc1N)c1nnn[n-]1
ZINC48353607	O=C(Nc1n[n-]c(C(F)(F)F)n1)c1c[nH]c(C(=O)N2CCCC2)c1
ZINC50640331	Cc1cnc([N-]S(=O)(=O)c2c(N)cc([N+](=O)[O-])cc2F)s1
ZINC51067114	Cn1c(N)c(/C([O-])=C(\C#N)C(=O)C2CCCCC2)c(=O)n(C)c1=O
ZINC51096341	Cc1cnc(NC(=O)c2cc(NN)ccc2[N+](=O)[O-])s1
ZINC51147623	NNc1nc(Cn2nc([O-])ccc2=O)nc2sccc12
ZINC51638248	Cc1[nH]ncc1S(=O)(=O)[N-]c1ccc(F)c(/C(N)=N/O)c1
ZINC51638258	N/C(=N/O)c1cc([N-]S(=O)(=O)c2cn[nH]c2)ccc1F
ZINC54016518	O=C(N[C@@H]1CCCN(c2ncccn2)C1)c1ccc2c([O-])[nH]c(=S)nc2c1
ZINC55169557	Nc1nc(C(=O)N2CCc3sccc3[C@@H]2C(=O)[O-])n[nH]1
ZINC55313512	O=C([O-])c1cc(S(=O)(=O)Nc2cn[nH]c2)c(Br)o1
ZINC55678604	Cc1nn(C)c(Cl)c1S(=O)(=O)[N-]c1cc(F)cc(S(N)(=O)=O)c1
ZINC65055504	Cc1cccc(-c2n[nH]c(/N=C(\[O-])c3n[nH]c(C)c3Br)n2)n1
ZINC65215458	N#Cc1nc(NC(=O)c2[nH]nc(C3CC3)c2Br)[n-]c1C#N
ZINC66740006	Cc1n[nH]c2c1N[C@H](c1cc(Cl)cc([N+](=O)[O-])c1[O-])NC2=O
ZINC00242188	C[C@H]1CC(=O)C2=C(C1)OC(N)=C(C#N)[C@H]2c1ccsc1
ZINC00214494	Cc1ccc([C@H]2C(C#N)=C(N)OC3=C2C(=O)c2ccccc23)s1
ZINC04745434	Nc1ccc2nn(-c3ccccc3)nc2c1Br
ZINC00407478	N#CC1=C(N)OC2=C(C(=O)CCC2)[C@H]1[C@@]12C=C[C@@H](CC1)C2
ZINC06678490	Cc1n[nH]c2c1[C@@H](c1ccc(Cl)cc1)S[C@@H](C)C(=O)N2
ZINC04193553	O=S1(=O)N[C@H](c2ccccc2Cl)Nc2ccccc21
ZINC05790233	C[C@@H]1CC=C2C(C#N)=C(N)C(C#N)(C#N)[C@H](c3cccs3)[C@H]2C1
ZINC36241386	Cc1cc(N)cn2c(-c3ccc(F)c(F)c3)nnc12
ZINC37051769	Cn1ncc2c1CCC[C@H]2Nc1ccc2[nH]ccc2c1
ZINC37261720	Cc1cccc2c1OCCC[C@H]2Nc1c(C)n[nH]c1C
ZINC37668784	Cc1nnc(Sc2ccc(N)c3ncccc23)s1
ZINC37671425	Cc1csc(N2CCN(c3ccc(N)cc3)CC2)n1
ZINC00115411	N#CC1=C(N)OC2=C(C(=O)CCC2)[C@@H]1[C@H]1CC=CCC1
ZINC00549857	CC1(C)CC(=O)C2=C(C1)OC(N)=C(C#N)[C@H]2[C@H]1C=CCCC1
ZINC05276610	C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@@]2(C)C(=O)/C(=N/O)C[C@H]12
ZINC05982210	Cn1cccc1[C@H]1N=C(O)c2c(sc3c2CCCC3)N1
ZINC40328421	Cc1sc(C(=O)N2CCO[C@@H]3CCCC[C@@H]32)cc1N
ZINC40490503	C[C@@H]1c2ccsc2CCN1c1cc(Cl)nc(N)n1
ZINC40571776	CC1(C)C[C@@H]2C[C@@](C)(CN2c2ncnc(Cl)c2N)C1
ZINC43396166	Cc1ccc(C(N)=S)c(N2C[C@H](C)O[C@@H](C)C2)n1
ZINC43424743	Nc1ccc(N2CCO[C@@H]3CCCC[C@@H]32)c2cccnc12
ZINC43424764	Nc1c(N2CCO[C@H]3CCCC[C@@H]32)ccc2ncccc12
ZINC43424790	Nc1cc(Br)cnc1N1CCO[C@H]2CCCC[C@@H]21
ZINC43427742	NC(=S)c1ccc(N2CCO[C@H]3CCC[C@@H]32)nc1
ZINC43597513	Nc1ccc(-n2nnc3ccccc32)c(Br)c1
ZINC13117165	C[C@H]1CCc2c(sc3[nH]c([C@@H](C)O)nc(=O)c23)C1
ZINC48628654	Cc1ccc(NC(=O)[C@H]2CCOC2)c(C#CCO)c1
ZINC50341084	C[C@@H](c1ccsc1)N1C(=O)c2cccc(N)c2C1=O
ZINC50704036	Nc1cc(C(=O)N2CCC[C@H]3CCCC[C@H]32)cc(Cl)n1
ZINC54413236	Cc1ccc2n1CCN(C(=O)c1ccc(N)c(F)c1)[C@@H]2C
ZINC54700145	c1csc(-c2nc([C@H]3Cc4ccccc4N3)n[nH]2)c1
ZINC06678353	Cc1ccc(C)c([C@H]2S[C@H](C)C(=O)Nc3[nH]nc(C)c32)c1
ZINC58021026	Cc1ccc(-c2nnc3sc(C)c(C)n23)cc1N
ZINC31287419	Cc1ccc(C(=O)N2CCc3[nH]c4ccc(F)cc4c3C2)c(O)c1
ZINC54700120	CC1=CC(=N)S[C@H]1c1n[nH]c(-c2cccs2)n1
ZINC61564016	Nc1cc(F)c(F)cc1-c1nc(C2CCCC2)no1
ZINC61564155	Cn1nc(C(C)(C)C)nc1-c1cc(F)c(F)cc1N
ZINC61673058	Cc1ccc(-c2c(C3CCOCC3)noc2N)cc1
ZINC61819169	N#Cc1cc(N)cnc1N1CCC2(CCCCC2)CC1
ZINC61890530	N#C[C@H]1CCC[C@@H]1NC(=O)[C@H]1NCCc2ccccc21
ZINC62329547	Cc1ncc(-c2nc(-c3ccsc3)cs2)c(N)n1
ZINC62540799	Cc1c(N)c2c(c(C)c1Cl)N(C)C(=O)[C@H](C)CO2
ZINC62556187	C[C@H]1COc2cc(Cl)c(N)c(Cl)c2N(C)C1=O
ZINC62562619	Cc1ccc([C@@H]2Oc3c(Cl)cc(N)cc3N(C)C2=O)cc1
ZINC62778426	O[C@H](c1cn[nH]c1)c1ccc2oc3ccccc3c2c1
ZINC62800381	O/N=C1\CCc2c(O[C@@H]3CCCC[C@H]3O)cccc21
ZINC62976132	Cc1c(N)cccc1N1CC[C@@H](N2CCOCC2)C1
ZINC63066119	Cc1ccc(S(=O)(=O)N2CCCC2(C)C)c(N)c1
ZINC63154636	Cc1c(C)n(Cc2ccsc2)c2ncnc(N)c12
ZINC20722354	OC1=Nc2n[nH]cc2[C@@H](c2cccc3ccccc23)SC1
ZINC20722354	O=C1CS[C@H](c2cccc3ccccc23)c2c[nH]nc2N1
ZINC00194365	Nc1ncc2c(n1)C[C@@H](c1ccc(Cl)cc1)CC2=O
ZINC03196214	O=C1NC(=S)NC(=O)C1=Cc1c(F)c(F)c(F)c(F)c1F
ZINC12202399	S=c1nc(Nc2ccc(Cl)c(Cl)c2)cn[nH]1
ZINC21012665	Cc1cc(N)cc(S(=O)(=O)N2CCCCC2)c1C
ZINC21013463	Cc1ccc(N)cc1S(=O)(=O)N1CCCC[C@H]1C
ZINC21812495	Cc1c(N)cc(S(=O)(=O)N2CCCC2)cc1Cl
ZINC24983628	CN1Cc2c(c(C#N)c(N)n(-c3ccccc3)c2=S)CC1(C)C
ZINC19869227	C[C@H]1CC[C@@H](Oc2cc3c(cc2N)OCCO3)CC1
ZINC31168289	COc1c(O)cc2c3c1COc1cc(O)cc(c1-3)CC2
ZINC33487259	Nc1cc(Cl)ccc1O[C@H]1CCS(=O)(=O)C1
ZINC35061710	Cc1cccc(N)c1S(=O)(=O)N1CCCC[C@H]1C
ZINC35342324	Nc1ccc(Sc2nncs2)c2ncccc12
ZINC37548869	O=C(Nc1ccc(C#CCO)cc1F)[C@H]1CCCO1
ZINC37549453	O=C(Nc1cccc(C#CCO)n1)[C@@H]1C[C@H]2CC[C@@H]1C2
ZINC37641644	Cc1c(N)cc(C(=O)N2C[C@@H](C)OC[C@H]2C)cc1F
ZINC37692823	O=S1(=O)C[C@@H](O)[C@@H](Nc2cc(Cl)ccc2F)C1
ZINC37730097	Nc1ncn(Cc2ccc(F)c(Br)c2)n1
ZINC00291612	CC1(C)CC(=O)C2=C(C1)OC(N)=C(C#N)[C@@H]2c1ccsc1
ZINC38051243	Cc1occc1C(=O)N1CCSc2ccc(N)cc21
ZINC39511829	CON1CCC[C@@H](c2ccccc2O)[C@@]12CC[C@H](O)C2
ZINC39976994	COC1=C[C@@H]2C(=N[C@H](C)[C@@H]2c2cnc(N)s2)C=C1
ZINC40233219	O=C(NC1CCOCC1)c1ccc(C#CCO)s1
ZINC40328285	Nc1ccc(Cl)cc1C(=O)N1CCO[C@@H]2CCCC[C@H]21
ZINC40337447	C[C@H]1c2ccsc2CCN1C(=O)c1cc(N)cn1C
ZINC41067702	C[C@H]1C[C@@H](C)CN(S(=O)(=O)c2cc(N)cs2)C1
ZINC41569598	Nc1cc(Br)cc2nc(-c3ccncc3)oc12
ZINC41583232	N#Cc1c(N)sc2c1CCN(C(=O)C1CCCCC1)C2
ZINC42405974	Cc1nc2cc(Sc3cnn(C)c3)c(N)cc2s1
ZINC42443499	Nc1csc(S(=O)(=O)N2CCCSCC2)c1
ZINC43409106	NC(=S)c1cc2c(nc1-n1cc(Cl)cn1)CCC2
ZINC43423205	Nc1ccc(Cl)c(C(=O)N2CCO[C@H]3CCC[C@@H]32)c1
ZINC43756905	C[C@]12CCC(=O)C[C@H]1CC[C@@H]1[C@H]3C[C@H](O)C[C@]3(C)CC(=O)[C@]12O
ZINC43756907	C[C@]12CCC(=O)C[C@H]1CC[C@@H]1[C@@H]2C[C@H](O)[C@@]2(C)C(=O)C[C@H](O)[C@H]12
ZINC45661327	Cc1c(N)cc(C(=O)N2C[C@@H](C)OC(C)(C)C2)cc1F
ZINC47212450	Cc1c(-c2ccncc2)cnc(N)c1-c1ccncc1
ZINC49370837	O=C(NC1CC1)N[C@@H]1CCOc2c(Cl)cccc21
ZINC50208606	Nc1ccc(Br)cc1-c1nc(C2CC2)no1
ZINC51637408	NC(=S)c1cc(N2C(=O)[C@H]3C[C@H]3C2=O)ccc1F
ZINC52308324	Cc1cc(Sc2ccc(N)c3cccnc23)n(C)n1
ZINC53003363	Cc1ccc(N)c(C(=O)N2CCO[C@@H]3CCC[C@@H]32)c1
ZINC54413553	C[C@@H]1CN(C(=O)c2ccc(N)c(F)c2)CC(C)(C)O1
ZINC55174056	Cc1nc(N)sc1C(=O)N1C[C@@]2(C)C[C@@H]1CC(C)(C)C2
ZINC58096208	Cc1cc([C@@H](O)[C@@H]2CCCO2)cc2c1NC(=O)C2(C)C
ZINC42359894	Nc1nn(C[C@@H]2CCCCO2)cc1Br
ZINC60885339	O=C1NC(=O)[C@@H](c2ccc(Br)s2)N1
ZINC61326279	Nc1cccc2c1C(=O)N([C@H]1CCCc3sccc31)C2=O
ZINC61818954	CC1(C)CCN(S(=O)(=O)c2cccc(N)c2)CC1
ZINC62430201	Cc1cc(-c2cnnn2-c2ccc(N)cc2)ccc1F
ZINC62561916	CC(C)[C@H]1Oc2c(Br)cc(N)cc2N(C)C1=O
ZINC63111085	N#CC1=C(N)Oc2cc3ccccc3cc2[C@@H]1c1ccncc1
ZINC16907175	C[C@@H](Oc1ccc(/C=C2/SC([N-]c3ccc(Cl)cc3Cl)=NC2=O)cc1)C(=O)[O-]
ZINC16909464	C[C@@H](Oc1cccc(/C=C2/SC([N-]c3ccc(Cl)cc3)=NC2=O)c1)C(=O)[O-]
ZINC16910612	C[C@@H](Oc1ccccc1/C=C1/SC([N-]c2ccc(Br)cc2)=NC1=O)C(=O)[O-]
ZINC20470415	Cc1ccc([N-]C2=NC(=O)/C(=C/c3ccc(OCC(=O)[O-])cc3)S2)cc1Cl
ZINC22114957	O=C([O-])c1ccc(N2N=C(/C=C/c3ccccc3)C[C@H]2c2ccccc2)cc1C(=O)[O-]
ZINC12627521	CC1(C)CC(=O)C(C(C2=C([O-])CC(C)(C)CC2=O)c2ccc(OC(F)(F)F)cc2)=C([O-])C1
ZINC31167165	C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C(=O)[O-])[C@H](CC[C@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
ZINC32585650	O=C([O-])c1cc(S(=O)(=O)[N-]c2ccccc2I)c(Br)s1
ZINC15229911	C[C@@H](Oc1ccc(/C=C2\SC([N-]c3ccc(Br)c(Cl)c3)=NC2=O)cc1)C(=O)[O-]
ZINC35675005	C=CCOC(=O)C1=C(C)N=C2SC=C(C=C([O-])[O-])N2[C@H]1c1cccc(Cl)c1
ZINC35675011	C=CCOC(=O)C1=C(C)N=C2SC=C(C=C([O-])[O-])N2[C@@H]1c1cccc(F)c1
ZINC36048202	CCN(CC)C(=O)C1=C(C)N=C2SC=C(C=C([O-])[O-])N2[C@H]1c1ccc(C(F)(F)F)cc1
ZINC36048749	C=CCOC(=O)C1=C(C)N=C2SC=C(C=C([O-])[O-])N2[C@@H]1c1cccc(C)c1
ZINC36048820	CC1=C(C(=O)OC(C)C)[C@@H](c2ccc(C(C)C)cc2)N2C(C=C([O-])[O-])=CSC2=N1
ZINC12560866	O=S(=O)([N-]c1ccccc1S[C@@H](Cl)C(F)(F)F)c1ccc2nc([O-])oc2c1
ZINC13275912	CC(C)c1ccc([C@H]2C(C(=O)C3CC3)=C([O-])C(=O)N2c2cccc(C(=O)[O-])c2)cc1
ZINC13087572	COc1cc([N-]S(=O)(=O)c2c(C)c(Cl)cc(C)c2Cl)c(Cl)cc1C(=O)[O-]
ZINC13193703	CSc1ccc([C@H]2C(C(=O)c3cccs3)=C([O-])C(=O)N2c2cccc(C(=O)[O-])c2)cc1
ZINC13194157	CSc1ccc([C@@H]2C(C(=O)c3cccs3)=C([O-])C(=O)N2c2cc(C(=O)[O-])ccc2C)cc1
ZINC13213319	Cc1ccccc1[C@H]1C(C(=O)c2ccc(Cl)s2)=C([O-])C(=O)N1c1cccc(C(=O)[O-])c1
ZINC13213415	CSc1ccc([C@H]2C(C(=O)c3ccc(C)cc3)=C([O-])C(=O)N2c2cccc(C(=O)[O-])c2)cc1
ZINC13213904	CSc1ccc([C@@H]2C(C(=O)c3ccccc3F)=C([O-])C(=O)N2c2cccc(C(=O)[O-])c2)cc1
ZINC13213938	Cc1ccc(C)c([C@H]2C(C(=O)c3ccccc3F)=C([O-])C(=O)N2c2cccc(C(=O)[O-])c2)c1
ZINC13215325	Cc1ccc(C(=O)C2=C([O-])C(=O)N(c3cc(C(=O)[O-])ccc3C)[C@@H]2c2cccs2)c(C)c1
ZINC13215584	Cc1ccc(C(=O)[O-])cc1N1C(=O)C([O-])=C(C(=O)c2ccc(Cl)s2)[C@H]1c1sccc1C
ZINC13215587	Cc1ccc(C(=O)[O-])cc1N1C(=O)C([O-])=C(C(=O)c2ccc(Cl)s2)[C@@H]1c1ccsc1
ZINC13215606	Cc1ccc(C(=O)[O-])cc1N1C(=O)C([O-])=C(C(=O)c2ccc(Cl)c(Cl)c2)[C@H]1c1ccsc1
ZINC13215987	CSc1ccc([C@H]2C(C(=O)c3ccccc3F)=C([O-])C(=O)N2c2cc(C(=O)[O-])ccc2C)cc1
ZINC13217039	Cc1ccc(C(=O)C2=C([O-])C(=O)N(c3ccc(CC(=O)[O-])cc3)[C@@H]2c2ccc(F)cc2)c(C)c1
ZINC13217087	Cc1ccc(C(=O)C2=C([O-])C(=O)N(c3ccc(CC(=O)[O-])cc3)[C@@H]2c2ccc(F)cc2F)c(C)c1
ZINC13217307	Cc1ccc(C(=O)C2=C([O-])C(=O)N(c3ccc(CC(=O)[O-])cc3)[C@H]2c2ccc(Cl)cc2)cc1
ZINC13217886	Cc1cccc([C@@H]2C(C(=O)c3ccc(Cl)cc3Cl)=C([O-])C(=O)N2c2ccc(CC(=O)[O-])cc2)c1
ZINC13262031	O=C([O-])c1cc(S(=O)(=O)[N-]c2cc(Cl)ccc2Sc2ccccc2)ccc1F
ZINC13267766	COc1cc([N-]S(=O)(=O)c2ccc(Br)cc2Cl)c(Cl)cc1C(=O)[O-]
ZINC40568646	CCn1c(C)c([C@@H](c2ccc(C(C)C)cc2)c2c([O-])cc(C)n(CC)c2=O)c([O-])cc1=O
ZINC43511053	C=C(C)[C@@H]1CC[C@@]2(C(=O)[O-])CC[C@@]3(C(=O)[O-])[C@@H](CC[C@H]4[C@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]43C)[C@@H]12
ZINC16933885	Cc1ccc(C(=O)[O-])c([N-]C2=NC(=O)/C(=C/c3ccccc3C)S2)c1
ZINC54153153	Cc1ccc([N-]C2=NC(=O)/C(=C\c3ccc(OCC(=O)[O-])cc3)S2)c(C)c1
ZINC16907079	Cc1cccc([N-]C2=NC(=O)/C(=C\c3ccc(O[C@H](C)C(=O)[O-])cc3)S2)c1
ZINC16907089	Cc1ccc([N-]C2=NC(=O)/C(=C\c3ccc(O[C@H](C)C(=O)[O-])cc3)S2)c(C)c1
ZINC16907098	Cc1ccc([N-]C2=NC(=O)/C(=C\c3ccc(O[C@@H](C)C(=O)[O-])cc3)S2)cc1C
ZINC16909394	Cc1ccc([N-]C2=NC(=O)/C(=C\c3cccc(O[C@H](C)C(=O)[O-])c3)S2)cc1C
ZINC16909994	Cc1ccc([N-]C2=NC(=O)/C(=C\c3ccccc3OCC(=O)[O-])S2)c(C)c1
ZINC54160760	Cc1ccc(C)c([N-]C2=NC(=O)/C(=C\c3ccccc3OCC(=O)[O-])S2)c1
ZINC16910496	Cc1ccccc1[N-]C1=NC(=O)/C(=C\c2ccccc2O[C@H](C)C(=O)[O-])S1
ZINC16910505	Cc1ccc([N-]C2=NC(=O)/C(=C\c3ccccc3O[C@@H](C)C(=O)[O-])S2)cc1
ZINC16910518	Cc1ccc([N-]C2=NC(=O)/C(=C\c3ccccc3O[C@H](C)C(=O)[O-])S2)cc1C
ZINC16694071	Cc1c(C#N)c([O-])nc([O-])c1/C=N/c1sc2c(c1C#N)CCCC2
ZINC58356353	Cc1cc(C)c([C@@H]2C(C(=O)c3cccs3)=C([O-])C(=O)N2c2ccc(C(=O)[O-])cc2)cc1C
ZINC61079370	Cc1cc(I)ccc1[N-]S(=O)(=O)c1cc(C(=O)[O-])oc1Br
ZINC01753171	C[C@@H]1C[C@@H](C(=O)[O-])Cc2c1nc1ccccc1c2C(=O)[O-]
ZINC01601873	O=C([O-])COc1ccc(OCC(=O)[O-])c(Cl)c1
ZINC06411127	CCO[P@](=O)([O-])C[P@@](=O)([O-])OCC
ZINC09575408	O=C(COc1ccccc1P(=O)([O-])[O-])N1CCCc2ccccc21
ZINC13028178	Cc1cc(C(=O)[O-])cc(S(=O)(=O)N[C@@H](CC(=O)[O-])C(=O)[O-])c1C
ZINC06761212	C=CCO[C@@H]1Oc2ccccc2C([O-])=C1/C=N/c1nnc([S-])s1
ZINC06761212	C=CCO[C@@H]1Oc2ccccc2C(=O)/C1=C/Nc1nnc([S-])s1
ZINC20226967	Cc1ccc(C(=O)[O-])cc1[N-]C1=NC(=O)/C(=C\C=C\c2ccco2)S1
ZINC20332550	O=C([O-])c1csc(/N=C(\[O-])C(Cl)(Cl)Cl)n1
ZINC22113149	O=C1c2ccccc2C(=O)c2c1cccc2P(=O)([O-])[O-]
ZINC05491036	Cn1c([O-])c2c3c(cccc3c1=O)C(=O)C(c1ccccc1)=C2[O-]
ZINC12761855	O=C([O-])c1cc(S(=O)(=O)[N-]c2c(F)cccc2F)ccc1Br
ZINC26481080	CC1=C(CC(=O)[O-])CC[C@@]1(C)CS(=O)(=O)[O-]
ZINC13069737	Cc1ccc([N-]S(=O)(=O)c2ccc(Cl)c(C(=O)[O-])c2)c(Cl)c1
ZINC32585614	Cc1ccc([N-]S(=O)(=O)c2cc(C(=O)[O-])sc2Br)cc1Cl
ZINC32586182	O=C([O-])c1cc(S(=O)(=O)[N-]c2ccc(F)c(Cl)c2)c(Br)s1
ZINC36048736	CC1=C(C(=O)OC(C)(C)C)[C@@H](c2ccccc2)N2C(C=C([O-])[O-])=CSC2=N1
ZINC36048783	CC1=C(C(=O)OC(C)C)[C@H](c2ccc(F)cc2)N2C(C=C([O-])[O-])=CSC2=N1
ZINC37388704	O=C([O-])c1csc(S(=O)(=O)[N-]c2c(F)cc(F)cc2Br)c1
ZINC38058528	O=C([O-])c1ccc(S(=O)(=O)[N-]c2cccc(Cl)c2Cl)s1
ZINC39291414	O=C([O-])c1ccc(C(=O)[O-])c(C(=O)[O-])c1O
ZINC39296098	O=C([O-])c1cc2c(s1)C([O-])=NS2(=O)=O
ZINC13269560	O=C([O-])c1cccc(Cl)c1[N-]S(=O)(=O)c1ccc(Cl)s1
ZINC13193698	Cc1ccccc1[C@@H]1C(C(=O)c2cccs2)=C([O-])C(=O)N1c1cccc(C(=O)[O-])c1
ZINC13193725	O=C([O-])c1cccc(N2C(=O)C([O-])=C(C(=O)c3cccs3)[C@H]2c2cccc(F)c2)c1
ZINC41279697	O=C([O-])C[C@@H](C(=O)[O-])c1ccc2c(c1)OCO2
ZINC44201387	COc1ccc(/C=C/C(=O)[O-])cc1/C=C/C(=O)[O-]
ZINC45946636	Cc1cc(S(=O)(=O)[N-]c2ccccc2SC(F)F)sc1C(=O)[O-]
ZINC47949096	COc1ccc(S(=O)(=O)[N-]c2cc(Cl)cc(Cl)c2)cc1C(=O)[O-]
ZINC08205159	COC(=O)C1=C([O-])CC(C(=O)OC)=C([O-])C1
ZINC49735245	O=C([O-])c1cc(S(=O)(=O)[N-]c2ccccc2F)c(Br)o1
ZINC49827916	O=C([O-])/C=C(\C(=O)[O-])c1ccc2c(c1)OCO2
ZINC50200998	O=C([O-])c1cc(Br)ccc1[N-]S(=O)(=O)C1CCCCC1
ZINC16905932	Cc1ccc(C)c([N-]C2=NC(=O)/C(=C\c3ccccc3C(=O)[O-])S2)c1
ZINC05376824	Cc1ccccc1[N-]C1=NC(=O)/C(=C/c2ccc(C(=O)[O-])cc2)S1
ZINC05376824	Cc1ccccc1/N=C1/NC(=O)/C(=C/c2ccc(C(=O)[O-])cc2)S1
ZINC57737523	O=C([O-])c1ccc(C[C@H](C(=O)[O-])c2ccc3c(c2)OCCO3)cc1
ZINC57753800	O=C([O-])c1ccc([C@@H](Cc2ccc3c(c2)OCO3)C(=O)[O-])cc1
ZINC58017773	CC(C)(Sc1ccc(C(=O)/C=C/C(=O)[O-])cc1)C(=O)[O-]
ZINC58380986	Cc1ccc(/C=C/S(=O)(=O)[N-]c2ccc(C)cc2C(=O)[O-])cc1
ZINC58421362	Cc1ccc(S(=O)(=O)[N-]c2ccc(Cl)c(C(=O)[O-])c2)cc1Cl
ZINC49047204	CC(C)Oc1ccccc1[N-]S(=O)(=O)[C@H](C)C(=O)[O-]
ZINC49048453	CC(C)c1ccc([N-]S(=O)(=O)[C@@H](C)C(=O)[O-])c(C(C)C)c1
ZINC20160326	O=C([O-])C[C@@H](C(=O)[O-])[P@@](=O)([O-])[C@@H]1CCCC[C@@H]1O
ZINC61149156	CCN(C(=O)c1cc(F)c(F)c([O-])c1F)C(C)(C)C(=O)[O-]
ZINC61564230	O=C([O-])c1cc(F)c(F)cc1[N-]S(=O)(=O)C(F)F
ZINC61691885	O=C([O-])c1ccc(S(=O)(=O)[N-]c2cc(Br)ccc2Cl)s1
ZINC62348877	CCCCS(=O)(=O)[N-]c1cc(C)c(C)c(C(=O)[O-])c1
ZINC62825201	CCS(=O)(=O)[N-]c1c(Br)cc(Br)cc1C(=O)[O-]
ZINC62826699	O=C([O-])c1cccc(Br)c1[N-]S(=O)(=O)C1CCCCC1
ZINC66290466	Cc1cc([N-]S(=O)(=O)c2ccc(F)c(F)c2F)ccc1C(=O)[O-]
ZINC66582882	CC(C)CS(=O)(=O)[N-]c1ccc(C(=O)[O-])c(Cl)c1
ZINC19799429	O=C(c1ccccc1)C1[N-]S(=O)(=O)c2ccccc2C1=NCCO
ZINC05441506	COc1cccc([C@@H]2CC(c3c([O-])cc(C)oc3=O)=NCCS2)c1O
ZINC27395927	CCn1c([O-])c2ccc(C(=O)NC[C@@H]3CCCO3)cc2nc1=S
